"Area","Company","Item","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"West Virginia","17654053WV (BIG TWO MILE GAS COMPANY)","Residential Sales Volume","","","","","","","","","","","","","35","44","32","","","","","",""
"Wisconsin","17655017WI (ST CROIX VALLEY NAT GAS INC)","Residential Sales Volume","492106","547540","583097","581547","570819","537501","588409","651837","624173","581897","600813","522948","679259","712435","591983","588321","629363","711822","736525","672819","651534"
"Wisconsin","17655017WI (ST CROIX VALLEY NAT GAS INC)","Residential Sales Revenue","4070478","3621549","4588845","5063744","6209099","5951318","6487089","6984866","4986444","5146731","5044149","4289310","5416130","7181169","4837608","4392729","4959549","5360964","5505604","5246359","7770374"
"Missouri","17670113MO (SOUTHERN MISSOURI GAS COMPANY  LP)","Residential Sales Volume","412645","409818","404327","364248","364725","330227","346662","402393","381951","404534","494668","","","","","","","","","",""
"Missouri","17670113MO (SOUTHERN MISSOURI GAS COMPANY  LP)","Residential Sales Revenue","5683487","5279158","5202422","5045509","5796716","5786380","5579857","6012200","5727038","5586497","6250513","","","","","","","","","",""
"Ohio","17670317OH (EAST OHIO GAS COMP DOMINION EAST OH)","Residential Sales Volume","74954084","62416926","65960371","61425812","67521646","45767438","38467197","38334412","26533735","16948953","17350763","14610834","16219558","16955843","15017947","12574817","11479601","12210119","10434368","9004353","8446194"
"Ohio","17670317OH (EAST OHIO GAS COMP DOMINION EAST OH)","Residential Sales Revenue","739610530","433482541","599900039","656750023","882556124","655301674","464122861","536834999","295044514","177522006","165882209","114017935","125038216","139602759","98918502","75650591","81877530","83588628","75320172","59261851","75153483"
"Indiana","17671010IN (MIDWEST NATURAL GAS)","Residential Sales Volume","","","","864143","853328","720217","750390","810673","732056","760748","711813","589564","765779","865362","723073","676576","612166","796083","756250","690531","742661"
"Indiana","17671010IN (MIDWEST NATURAL GAS)","Residential Sales Revenue","","","","10690312","11734808","11921768","11223163","12968902","10698568","9258618","7706473","6828259","8355998","9655960","7834478","7002512","7551226","8721534","8081188","7506930","8522914"
"Minnesota","17671150MN (EAGLE BENDCLARISSA GAS UTIL)","Residential Sales Volume","","","32473","30906","29455","27168","30825","34870","32825","30086","31386","29280","37505","62582","33690","32956","37463","42719","46851","41292","39058"
"Minnesota","17671150MN (EAGLE BENDCLARISSA GAS UTIL)","Residential Sales Revenue","","","332793","332793","371083","351938","354295","443207","370371","290655","281587","235403","320285","389714","278497","250345","297162","342437","390270","294219","311456"
"Kansas","17671153KS (SWKI-SEWARD W CENTRAL INC)","Residential Sales Volume","","","","","","","568","354","","","","","","","","","","","","",""
"Kansas","17671153KS (SWKI-SEWARD W CENTRAL INC)","Residential Sales Revenue","","","","","","","4345","2696","","","","","","","","","","","","",""
"Kansas","17671154KS (SWKI-STEVENS SOUTHEAST INC)","Residential Sales Volume","","","","740","752","848","1312","1428","1678","1694","1620","","","","","","","","","",""
"Kansas","17671154KS (SWKI-STEVENS SOUTHEAST INC)","Residential Sales Revenue","","","","4869","7083","7195","10916","12304","11276","13766","7440","","","","","","","","","",""
"Arkansas","17671155AR (BLACK HILLS GAS DISTRIBUTION LLC)","Residential Sales Revenue","","","","85850531","104147744","99636619","101230178","106378502","86971175","85664947","83827005","69182208","84867340","92939139","101744604","84469930","95327087","118421385","108084491","119569444","139009634"
"Arkansas","17671155AR (BLACK HILLS GAS DISTRIBUTION LLC)","Residential Sales Volume","","","","8472030","8050421","7436107","8539986","9319660","8219972","9575423","9199022","7118663","9887094","10751682","9390572","8094217","7859453","10786978","10524705","9562483","10376351"
"Virginia","17671254VA (WASHINGTON GAS LIGHT COMPANY)","Residential Sales Revenue","","","","352680556","451432773","423409899","457707487","471651738","397448988","393404926","357247751","319046545","351249359","426924161","375822214","286128260","353222073","380329095","400251134","326494635","382506173"
"Virginia","17671254VA (WASHINGTON GAS LIGHT COMPANY)","Residential Sales Volume","","","","27834235","29920047","25961121","30719938","30631332","31872849","32344399","29858373","27118036","32738037","36110581","33256459","29337816","30545103","35412801","32188292","28798022","31343621"
"Pennsylvania","17671661PA (UGI CENTRAL PENN GAS INC)","Residential Sales Volume","","","","","6386948","5365644","5673559","5683400","5544190","5472103","5828711","5064802","6070380","6818980","6549934","5892789","5849650","","","",""
"Pennsylvania","17671661PA (UGI CENTRAL PENN GAS INC)","Residential Sales Revenue","","","","","85882257","99948387","91683144","93228936","90683102","71785142","75357435","70607740","80046736","88556920","75939135","67355597","73410948","","","",""
"Texas","17671662TX (ATMOS ENERGY CORPORATION)","Residential Sales Revenue","","","","","1108586063","1025478909","1127830512","1259626588","917628731","1032165523","926945131","828190120","1001153157","1217591366","1032903520","996022363","1115884713","1236848560","1104385893","1149615232","1432363619"
"Texas","17671662TX (ATMOS ENERGY CORPORATION)","Residential Sales Volume","","","","","90788262","79822319","96595782","95314982","95466541","104634425","95179094","82054334","101377147","107871123","98199467","82569557","79913150","106942195","108954377","96452979","96720969"
"Louisiana","17671665LA (VILLAGE OF ELIZABETH)","Residential Sales Revenue","","","","66316","130324","117241","116580","132829","120731","120273","101776","82484","106396","122803","90381","75980","61900","106763","78844","109727","94118"
"Louisiana","17671665LA (VILLAGE OF ELIZABETH)","Residential Sales Volume","","","","4950","7729","7454","8364","9027","9060","11096","9736","8495","10243","10890","9074","7905","6533","10056","7254","10851","7226"
"California","17671810CA (SOUTHWEST GAS CORPORATION)","Residential Sales Volume","6252799","6512737","6877124","7487664","8726907","9087624","8838682","8984648","9150409","9675617","10015509","8976220","9553012","8040783","8467385","8863977","9293564","9053780","10511824","10047134","9603831"
"California","17671810CA (SOUTHWEST GAS CORPORATION)","Residential Sales Revenue","105426501","64758483","73826214","96087254","128852942","133629175","134532339","143109585","119157999","127433214","130361215","107232632","120768469","109857144","123999914","130353994","127382236","117408617","155969992","136716712","147362950"
"Tennessee","17671860TN (ATHENS GAS DEPT CITY OF)","Residential Sales Volume","","","2578","2709","2369","2851","3011","3599","3835","4851","4480","4008","5543","4333","","","","","","",""
"Tennessee","17671860TN (ATHENS GAS DEPT CITY OF)","Residential Sales Revenue","","","32814","34183","37402","48028","50242","60929","59380","70022","64643","53220","73510","61584","","","","","","",""
"West Virginia","17671861WV (BEECHY GAS CO)","Residential Sales Volume","","","","","","23419","","","","","","","","","","","","","","",""
"West Virginia","17671861WV (BEECHY GAS CO)","Residential Sales Revenue","","","","","","157929","","","","","","","","","","","","","","",""
"Illinois","17671862IL (AMEREN ILLINOIS)","Residential Sales Volume","","","","","4558077","11945727","12096242","13339788","12659241","60126552","55091588","47770842","61227826","64816959","53407055","50951700","48665593","58593890","58435138","52293895","52227229"
"Illinois","17671862IL (AMEREN ILLINOIS)","Residential Sales Revenue","","","","","70310501","153423191","146163538","171604904","148183051","649341581","588200449","546600474","611201514","674941924","549833122","530532364","531650824","581512384","570249195","540705241","656607163"
"Louisiana","17672060LA (ATMOS ENERGY CORPORATION)","Residential Sales Volume","7876781","16498943","15243761","13915022","14381212","10970295","13309201","12601469","12915263","15700200","13456710","10931471","13353168","15637905","12745556","11375404","10727706","13380737","12697021","11822876","13268363"
"Louisiana","17672060LA (ATMOS ENERGY CORPORATION)","Residential Sales Revenue","81092771","147641217","179856504","172745785","200622578","160974962","188088783","204924779","170410426","192668987","158394764","140463945","156104674","182090618","150445188","146558711","156941224","171966978","162255252","165442533","192402207"
"New Jersey","17672172NJ (PIVOTAL UTILITY DBA ELIZABETHTOWN)","Residential Sales Volume","21632375","20914559","24239563","21625937","0","","","","","","","","","","","","","","","",""
"New Jersey","17672172NJ (PIVOTAL UTILITY DBA ELIZABETHTOWN)","Residential Sales Revenue","229631973","199419076","259217775","265763896","0","","","","","","","","","","","","","","","",""
"New Jersey","17672173NJ (PIVOTAL UTIL HOLDINGS INC DBA ELIZAB)","Residential Sales Revenue","","","","","276231894","288649872","324803224","315631259","315830887","243900203","235314680","202647124","240179221","248833971","176637045","170293373","183923951","204908945","215414899","222998366","226291256"
"New Jersey","17672173NJ (PIVOTAL UTIL HOLDINGS INC DBA ELIZAB)","Residential Sales Volume","","","","","21638455","18152278","21970251","21002766","20936117","20088482","19738220","17531567","21106060","23086688","21757906","20881508","21654068","23051585","22957608","21254526","22064346"
"Ohio","17672174OH (PIEDMONT GAS COMPANY)","Residential Sales Volume","","","","116346","122755","114110","123768","132280","128235","149103","130925","127488","149819","167556","158993","157909","155195","190481","191292","195760","191770"
"Ohio","17672174OH (PIEDMONT GAS COMPANY)","Residential Sales Revenue","","","","808107","1141483","1471320","1140620","1434285","1307934","1219024","1094775","891244","1251862","1551255","1156015","998242","1248201","1406939","1449494","1279516","1521669"
"Mississippi","17672221MS (OAKLAND YALOBUSHA NATURAL GAS DIST)","Residential Sales Volume","","","","","","6136","5178","6754","6578","7408","6410","5057","6942","7506","6293","5305","4711","6785","6225","5524","6425"
"Mississippi","17672221MS (OAKLAND YALOBUSHA NATURAL GAS DIST)","Residential Sales Revenue","","","","","","126584","113630","141390","144928","161310","148097","122285","145828","163743","144742","124068","110731","152353","141594","128164","147577"
"Georgia","17672320GA (TRI-COUNTY NATURAL GAS)","Residential Sales Revenue","","","","","","808457","776832","855449","772869","841339","675548","537136","651895","749261","555551","529186","512741","647362","84753","494931","668962"
"Georgia","17672320GA (TRI-COUNTY NATURAL GAS)","Residential Sales Volume","","","","","","39749","41065","46503","44784","54567","43359","33344","41039","52199","41823","37205","33508","46488","5856","31229","44222"
"Texas","17672321TX (TEXAS KANSAS OKLAHOMA GAS)","Residential Sales Volume","","","","","3719","6990","7328","5274","5797","5232","6370","5109","5264","6334","6100","4251","4681","4699","5812","5812","5481"
"Texas","17672321TX (TEXAS KANSAS OKLAHOMA GAS)","Residential Sales Revenue","","","","","43073","66105","80568","62284","62806","38466","33688","25542","34152","38519","21414","21445","22155","25238","16973","16973","16422"
"New York","17672370NY (N E A CROSS OF NEW YORK INC)","Residential Sales Volume","","","","","44147","43200","51494","","","","55228","","58237","65451","61796","58045","58900","62870","63156","",""
"New York","17672370NY (N E A CROSS OF NEW YORK INC)","Residential Sales Revenue","","","","","682156","695405","654591","","","","618491","","615617","739242","600818","555542","624678","720453","623311","",""
"California","17672371CA (PITTSBURG POWER CO DBA ISLAND ENERGY)","Residential Sales Revenue","","","","","","","166707","230913","277203","248453","241876","210990","226375","204996","205512","197640","214349","242610","246624","235435","271713"
